ddb id,taxon name,qualifier,authority,vernacular,canonical
2cd4p9h.czz,Rosa caesia x spinosissima = R. x margerisonii,,(Wolley-Dod) Wolley-Dod,,Rosa x margerisonii
2cd4p9h.wmg,Rosa caesia x stylosa,,,,Rosa caesia x stylosa
2cd4p9h.esrrbg,Rosa caesia x tomentosa = R. x cottetii,,(H.Christ) Lagger & Puget ex Cottet,,Rosa x cottetii
2cd4p9h.1qz,Rosa canina,s.s.,L.,Dog-rose,Rosa canina
2cd4p9h.9wb,Rosa canina x micrantha = R. x toddiae,,Wolley-Dod,,Rosa x toddiae
2cd4p9h.6rc,Rosa canina x mollis = R. x molletorum,,Hesl.-Harr.,,Rosa x molletorum
2cd4p9h.d0h,Rosa canina x obtusifolia = R. x dumetorum,,Thuill.,,Rosa x dumetorum
2cd4p9h.me9,Rosa canina x rubiginosa = R. x nitidula,,Besser,,Rosa x nitidula
2cd4p9h.pft,Rosa canina x rugosa = R. x praegeri,,Wolley-Dod,,Rosa x praegeri
2cd4p9h.dv2,Rosa canina x sherardii = R. x rothschildii,,Druce,,Rosa x rothschildii
2cd4p9h.95p1sp,Rosa canina x spinosissima = R. x hibernica,,Templeton,,Rosa x hibernica
2cd4p9h.pg1,Rosa canina x stylosa = R. x andegavensis,,Bastard,,Rosa x andegavensis
2cd4p9h.d0k,Rosa canina x tomentosa = R. x scabriuscula,,Sm.,,Rosa x scabriuscula
2cd4p9h.34e,Rosa ferruginea,,Vill.,Red-leaved Rose,Rosa ferruginea
2cd4p9h.dkc,Rosa gallica,,L.,Red Rose,Rosa gallica
2cd4p9h.q40,Rosa 'Hollandica',,"hort., nom. nud.",Dutch Rose,Rosa 'Hollandica'
2cd4p9h.n40,Rosa luciae,,Franch. & Rochebr. ex Crép.,Memorial Rose,Rosa luciae
2cd4p9h.chg,Rosa micrantha,,Borrer ex Sm.,Small-flowered Sweet-briar,Rosa micrantha
2cd4p9h.6ff,Rosa micrantha x obtusifolia,,,,Rosa micrantha x obtusifolia
2cd4p9h.pgp,Rosa micrantha x rubiginosa = R. x bigeneris,,Duffort ex Rouy,,Rosa x bigeneris
2cd4p9h.6s2,Rosa micrantha x sherardii,,,,Rosa micrantha x sherardii
2cd4p9h.gy2,Rosa micrantha x tomentosa,,,,Rosa micrantha x tomentosa
2cd4p9h.5kb,Rosa mollis,s.s.,Sm.,Soft Downy-rose,Rosa mollis
2cd4p9h.pgm,Rosa mollis x rubiginosa = R. x molliformis,,Wolley-Dod,,Rosa x molliformis
2cd4p9h.k31,Rosa mollis x sherardii = R. x perthensis,,Rouy,,Rosa x perthensis
2cd4p9h.1svgt4,Rosa mollis x spinosissima = R. x sabinii,,Woods,,Rosa x sabinii
2cd4p9h.n4v,Rosa mollis x tomentosa,,,,Rosa mollis x tomentosa
2cd4p9h.g4g,Rosa multiflora,,Thunb.,Many-flowered Rose,Rosa multiflora
2cd4p9h.p3e,Rosa obtusifolia,,Desv.,Round-leaved Dog-rose,Rosa obtusifolia
2cd4p9h.g5y,Rosa obtusifolia x rubiginosa = R. x timbalii,,Crép.,,Rosa x timbalii
2cd4p9h.ptz,Rosa obtusifolia x sherardii,,,,Rosa obtusifolia x sherardii
2cd4p9h.34h,Rosa obtusifolia x stylosa,,,,Rosa obtusifolia x stylosa
2cd4p9h.351,Rosa obtusifolia x tomentosa,,,,Rosa obtusifolia x tomentosa
2cd4p9h.fna,Rosa rubiginosa,,L.,Sweet-briar,Rosa rubiginosa
2cd4p9h.d0t,Rosa rubiginosa x sherardii = R. x suberecta,,(Woods) Ley,,Rosa x suberecta
2cd4p9h.7mxsxw,Rosa rubiginosa x spinosissima = R. x biturigensis,,Boreau,,Rosa x biturigensis
2cd4p9h.n4c,Rosa rubiginosa x stylosa = R. x bengyana,,Rouy,,Rosa x bengyana
2cd4p9h.9we,Rosa rubiginosa x tomentosa = R. x avrayensis,,Rouy,,Rosa x avrayensis
2cd4p9h.96f,Rosa rugosa,,Thunb.,Japanese Rose,Rosa rugosa
2cd4p9h.95p4z0,Rosa rugosa x spinosissima,,,,Rosa rugosa x spinosissima
2cd4p9h.6r0,Rosa setigera,,Michx.,Prairie Rose,Rosa setigera
2cd4p9h.96v,Rosa sherardii,,Davies,Sherard's Downy-rose,Rosa sherardii
2cd4p9h.95p2gw,Rosa sherardii x spinosissima = R. x involuta,,Sm.,,Rosa x involuta
2cd4p9h.k2k,Rosa sherardii x tomentosa = R. x suberectiformis,,Wolley-Dod,,Rosa x suberectiformis
2cd4p9h.5k8,Rosa spinosissima,,L.,Burnet Rose,Rosa spinosissima
2cd4p9h.63y,Rosa spinosissima x tomentosa = R. x andrzejowskii,,Boreau,,Rosa x andrzejowskii
2cd4p9h.vz9,Rosa stylosa,,Desv.,Short-styled Field-rose,Rosa stylosa
2cd4p9h.chw,Rosa tomentosa,,Sm.,Harsh Downy-rose,Rosa tomentosa
2cd4p9h.5ke,Rosa virginiana,,Mill. (non Herrm.),Virginian Rose,Rosa virginiana
2cd4p9h.gnz,Rosa x alba,,L.,White Rose,Rosa x alba
2cd4p9h.qgz,Rosmarinus officinalis,,L.,Rosemary,Rosmarinus officinalis
2cd4p9h.gdm,Rostraria cristata,,(L.) Tzvelev,Mediterranean Hair-grass,Rostraria cristata
2cd4p9h.vzc,Rubia peregrina,,L.,Wild Madder,Rubia peregrina
2cd4p9h.wyh,Rubus allegheniensis,,Porter,Highbush Blackberry,Rubus allegheniensis
2cd4p9h.pbf,Rubus arcticus,,L.,Arctic Bramble,Rubus arcticus
2cd4p9h.mnf,Rubus armeniacus,,Focke,Giant Blackberry,Rubus armeniacus
2cd4p9h.m0q,Rubus caesius,,L.,Dewberry,Rubus caesius
2cd4p9h.mdm,Rubus caesius x idaeus = R. x pseudoidaeus,,(Weihe) Lej.,,Rubus x pseudoidaeus
2cd4p9h.hm3,Rubus canadensis,,L.,Thornless Blackberry,Rubus canadensis
2cd4p9h.5kh,Rubus chamaemorus,,L.,Cloudberry,Rubus chamaemorus
2cd4p9h.6hw,Rubus cockburnianus,,Hemsl.,White-stemmed Bramble,Rubus cockburnianus
2cd4p9h.6hs,Rubus elegantispinosus,,(A.Schumach.) H.E.Weber,Slender Spined Bramble,Rubus elegantispinosus
2cd4p9h.vzf,Rubus fruticosus,agg.,,Bramble,Rubus fruticosus
2cd4p9h.7xehw3,Rubus fruticosus agg. x idaeus,,,,Rubus fruticosus agg. x idaeus
2cd4p9h.m0t,Rubus idaeus,,L.,Raspberry,Rubus idaeus
2cd4p9h.dtggcz,Rubus idaeus x cockburnianus = R. x knappianus,,J.D.Armitage & A.Spiers,,Rubus x knappianus
2cd4p9h.e6m,Rubus idaeus x phoenicolasius = R. x paxii,,Focke,,Rubus x paxii
2cd4p9h.wma,Rubus laciniatus,,Willd.,Parsley-leaved Bramble,Rubus laciniatus
2cd4p9h.47a,Rubus odoratus,,L.,Purple-flowered Raspberry,Rubus odoratus
2cd4p9h.y7t,Rubus odoratus x parviflorus = R. x fraseri,,Rehder,,Rubus x fraseri
2cd4p9h.dc8,Rubus parviflorus,,Nutt.,Thimbleberry,Rubus parviflorus
2cd4p9h.a1w,Rubus phoenicolasius,,Maxim.,Japanese Wineberry,Rubus phoenicolasius
2cd4p9h.chm,Rubus saxatilis,,L.,Stone Bramble,Rubus saxatilis
2cd4p9h.p3k,Rubus spectabilis,,Pursh,Salmonberry,Rubus spectabilis
2cd4p9h.2qt,Rubus tricolor,,Focke,Chinese Bramble,Rubus tricolor
2cd4p9h.q2b,Rubus ulmifolius x caesius,,,,Rubus ulmifolius x caesius
2cd4p9h.myt,Rubus x loganobaccus,,L.H.Bailey,Loganberry,Rubus x loganobaccus
2cd4p9h.kfa,Rudbeckia hirta,,L.,Black-eyed-Susan,Rudbeckia hirta
2cd4p9h.qtn,Rudbeckia laciniata,,L.,Coneflower,Rudbeckia laciniata
2cd4p9h.1rh,Rumex acetosa,,L.,Common Sorrel,Rumex acetosa
2cd4p9h.r4n,Rumex acetosa subsp. ambiguus,,(Gren.) Á.Löve,Garden Sorrel,Rumex acetosa subsp. ambiguus
2cd4p9h.bcd,Rumex acetosa subsp. biformis,,(Lange) Valdés Berm. & Castrov.,Overlooked Sorrel,Rumex acetosa subsp. biformis
2cd4p9h.y3y,Rumex acetosa subsp. hibernicus,,(Rech.f.) Akeroyd,Irish Sorrel,Rumex acetosa subsp. hibernicus
2cd4p9h.vzv,Rumex acetosella,,L.,Sheep's Sorrel,Rumex acetosella
2cd4p9h.m11,Rumex alpinus,,L.,Monk's-rhubarb,Rumex alpinus
2cd4p9h.vzx,Rumex aquaticus,,L.,Scottish Dock,Rumex aquaticus
2cd4p9h.kfd,Rumex aquaticus x crispus = R. x conspersus,,Hartm.,,Rumex x conspersus
2cd4p9h.g3e,Rumex aquaticus x obtusifolius = R. x platyphyllus,,Aresch.,,Rumex x platyphyllus
2cd4p9h.7dm,Rumex aquaticus x sanguineus = R. x dumulosus,,Hausskn.,,Rumex x dumulosus
2cd4p9h.cst,Rumex confertus,,Willd.,Russian Dock,Rumex confertus
2cd4p9h.9fz,Rumex confertus x crispus = R. x skofitzii,,Blocki,,Rumex x skofitzii
2cd4p9h.w9b,Rumex confertus x obtusifolius = R. x borbasii,,Blocki,,Rumex x borbasii
2cd4p9h.vzy,Rumex conglomeratus,,Murray,Clustered Dock,Rumex conglomeratus
2cd4p9h.mad,Rumex conglomeratus x crispus = R. x schulzei,,Hausskn.,,Rumex x schulzei
2cd4p9h.5zs,Rumex conglomeratus x frutescens = R. x wrightii,,Lousley,,Rumex x wrightii
2cd4p9h.ma7,Rumex conglomeratus x hydrolapathum = R. x digeneus,,Beck,,Rumex x digeneus
2cd4p9h.r5d,Rumex conglomeratus x maritimus = R. x knafii,,Čelak.,,Rumex x knafii
2cd4p9h.pd7,Rumex conglomeratus x obtusifolius = R. x abortivus,,Ruhmer,,Rumex x abortivus
2cd4p9h.w9n,Rumex conglomeratus x palustris = R. x wirtgenii,,Beck,,Rumex x wirtgenii
2cd4p9h.pdd,Rumex conglomeratus x pulcher = R. x muretii,,Hausskn.,,Rumex x muretii
2cd4p9h.72c,Rumex conglomeratus x rupestris = R. x rosemurphyae,,Holyoak,,Rumex x rosemurphyae
2cd4p9h.maa,Rumex conglomeratus x sanguineus = R. x ruhmeri,,Hausskn.,,Rumex x ruhmeri
2cd4p9h.96x,Rumex crispus,,L.,Curled Dock,Rumex crispus
2cd4p9h.m17,Rumex crispus subsp. littoreus,,(J.Hardy) Akeroyd,,Rumex crispus subsp. littoreus
2cd4p9h.p3q,Rumex crispus subsp. uliginosus,,(Le Gall) Akeroyd,,Rumex crispus subsp. uliginosus
2cd4p9h.600,Rumex crispus x cristatus = R. x dimidiatus,,Hausskn.,,Rumex x dimidiatus
2cd4p9h.qrd,Rumex crispus x frutescens = R. x mirabilis,,,,Rumex x mirabilis
2cd4p9h.5zp,Rumex crispus x hydrolapathum = R. x schreberi,,Hausskn.,,Rumex x schreberi
2cd4p9h.w9h,Rumex crispus x longifolius = R. x propinquus,,Aresch.,,Rumex x propinquus
2cd4p9h.7tz,Rumex crispus x maritimus = R. x fallacinus,,Hausskn.,,Rumex x fallacinus
2cd4p9h.ma4,Rumex crispus x obovatus = R. x bontei,,,,Rumex x bontei
2cd4p9h.crx,Rumex crispus x obtusifolius = R. x pratensis,,Mert. & W.D.J.Koch,y Maes Tafol,Rumex x pratensis
2cd4p9h.ed6,Rumex crispus x obtusifolius x patientia,,,,Rumex crispus x obtusifolius x patientia
2cd4p9h.w98,Rumex crispus x palustris = R. x heteranthos,,Borbás,,Rumex x heteranthos
2cd4p9h.pda,Rumex crispus x patientia = R. x confusus,,Simonk.,,Rumex x confusus
2cd4p9h.cry,Rumex crispus x pulcher = R. x pseudopulcher,,Hausskn.,,Rumex x pseudopulcher
2cd4p9h.603,Rumex crispus x rupestris = R. x celticus,,Akeroyd,,Rumex x celticus
2cd4p9h.5zm,Rumex crispus x sanguineus = R. x sagorskii,,Hausskn.,,Rumex x sagorskii
2cd4p9h.vzr,Rumex cristatus,,DC.,Greek Dock,Rumex cristatus
2cd4p9h.4v8,Rumex cristatus x conglomeratus,,,,Rumex cristatus x conglomeratus
2cd4p9h.r5g,Rumex cristatus x obtusifolius = R. x lousleyi,,D.H.Kent,,Rumex x lousleyi
2cd4p9h.e4v,Rumex cristatus x palustris = R. x akeroydii,,Rumsey,,Rumex x akeroydii
2cd4p9h.qqn,Rumex cristatus x patientia = R. x xenogenus,,Rech.f.,,Rumex x xenogenus
2cd4p9h.apw,Rumex dentatus,,L.,Aegean Dock,Rumex dentatus
2cd4p9h.aw1x4f,Rumex dentatus x maritimus,,,,Rumex dentatus x maritimus
2cd4p9h.1rk,Rumex frutescens,,Thouars,Argentine Dock,Rumex frutescens
2cd4p9h.eke,Rumex frutescens x obtusifolius = R. x cornubiensis,,Holyoak,,Rumex x cornubiensis
2cd4p9h.vzz,Rumex hydrolapathum,,Huds.,Water Dock,Rumex hydrolapathum
2cd4p9h.9g2,Rumex hydrolapathum x obtusifolius = R. x weberi,,Fisch.-Benz.,,Rumex x weberi
2cd4p9h.m1a,Rumex longifolius,,DC.,Northern Dock,Rumex longifolius
2cd4p9h.29m,Rumex longifolius x obtusifolius = R. x hybridus,,Kindb.,,Rumex x hybridus
2cd4p9h.p3t,Rumex maritimus,,L.,Golden Dock,Rumex maritimus
2cd4p9h.w9e,Rumex maritimus x obtusifolius = R. x callianthemus,,Danser,,Rumex x callianthemus
2cd4p9h.en8,Rumex maritimus x palustris = R. x henrardii,,Danser,,Rumex x henrardii
2cd4p9h.g4p,Rumex obovatus,,Danser,Obovate-leaved Dock,Rumex obovatus
2cd4p9h.m1d,Rumex obtusifolius,,L.,Broad-leaved Dock,Rumex obtusifolius
2cd4p9h.2a0,Rumex obtusifolius x palustris = R. x steinii,,Becker,,Rumex x steinii
2cd4p9h.29p,Rumex obtusifolius x patientia = R. x erubescens,,Simonk.,,Rumex x erubescens
2cd4p9h.29s,Rumex obtusifolius x pulcher = R. x ogulinensis,,Borbás,,Rumex x ogulinensis
2cd4p9h.9fr,Rumex obtusifolius x sanguineus = R. x dufftii,,Hausskn.,,Rumex x dufftii
2cd4p9h.fnw,Rumex palustris,,Sm.,Marsh Dock,Rumex palustris
2cd4p9h.w02,Rumex patientia,,L.,Patience Dock,Rumex patientia
2cd4p9h.nhb,Rumex patientia x conglomeratus = R. x philpii,,,,Rumex x philpii
2cd4p9h.m1g,Rumex pulcher,,L.,Fiddle Dock,Rumex pulcher
2cd4p9h.w9k,Rumex pulcher x rupestris = R. x trimenii,,E.G.Camus,,Rumex x trimenii
2cd4p9h.r5w,Rumex pulcher x sanguineus = R. x mixtus,,Lamb.,,Rumex x mixtus
2cd4p9h.1rn,Rumex rupestris,,Le Gall,Shore Dock,Rumex rupestris
2cd4p9h.5x1,Rumex sanguineus,,L.,Wood Dock,Rumex sanguineus
2cd4p9h.4br,Rumex scutatus,,L.,French Sorrel,Rumex scutatus
2cd4p9h.p47,Ruppia cirrhosa,,(Petagna) Grande,Spiral Tasselweed,Ruppia cirrhosa
2cd4p9h.m1m,Ruppia maritima,,L.,Beaked Tasselweed,Ruppia maritima
2cd4p9h.29g,Ruschia caroli,,(L.Bolus) Schwantes,Shrubby Dewplant,Ruschia caroli
2cd4p9h.fy3,Ruscus aculeatus,,L.,Butcher's-broom,Ruscus aculeatus
2cd4p9h.qh8,Ruscus hypoglossum,,L.,Spineless Butcher's-broom,Ruscus hypoglossum
2cd4p9h.qy4,Ruta graveolens,,L.,Rue,Ruta graveolens
2cd4p9h.95p1ts,Sagina apetala,s.l.,,,Sagina apetala
2cd4p9h.p4a,Sagina apetala subsp. apetala,,Ard.,,Sagina apetala subsp. apetala
2cd4p9h.6y9tg3,Sagina filicaulis,,Jord.,,Sagina filicaulis
2cd4p9h.m1s,Sagina maritima,,Don,Sea Pearlwort,Sagina maritima
2cd4p9h.m1p,Sagina nivalis,,(Lindblom) Fr.,Snow Pearlwort,Sagina nivalis
2cd4p9h.w05,Sagina nodosa,,(L.) Fenzl,Knotted Pearlwort,Sagina nodosa
2cd4p9h.m20,Sagina procumbens,,L.,Procumbent Pearlwort,Sagina procumbens
2cd4p9h.we9,Sagina procumbens x saginoides = S. x normaniana,,Lagerh.,Scottish Pearlwort,Sagina x normaniana
2cd4p9h.63c,Sagina procumbens x subulata = S. x micrantha,,Boreau ex E.Martin,,Sagina x micrantha
2cd4p9h.p4d,Sagina saginoides,,(L.) H.Karst.,Alpine Pearlwort,Sagina saginoides
2cd4p9h.5x7,Sagina subulata,,(Sw.) C.Presl,Heath Pearlwort,Sagina subulata
2cd4p9h.6pk,Sagittaria latifolia,,Willd.,Duck-potato,Sagittaria latifolia
2cd4p9h.96z,Sagittaria rigida,,Pursh,Canadian Arrowhead,Sagittaria rigida
2cd4p9h.5xd,Sagittaria sagittifolia,,L.,Arrowhead,Sagittaria sagittifolia
2cd4p9h.n2q,Sagittaria subulata,,(L.) Buchenau,Narrow-leaved Arrowhead,Sagittaria subulata
2cd4p9h.31gs6a,Salicornia,agg.,,,Salicornia
2cd4p9h.1rt,Salicornia dolichostachya,,Moss,Long-spiked Glasswort,Salicornia dolichostachya
2cd4p9h.7mm548,Salicornia emerici,,Duval-Jouve,Shiny Glasswort,Salicornia emerici
2cd4p9h.m23,Salicornia europaea,s.s.,L.,Common Glasswort,Salicornia europaea
2cd4p9h.m26,Salicornia fragilis,,P.W.Ball & Tutin,Yellow Glasswort,Salicornia fragilis
2cd4p9h.p4g,Salicornia obscura,,P.W.Ball & Tutin,Glaucous Glasswort,Salicornia obscura
2cd4p9h.1s4,Salicornia pusilla,,Woods,One-flowered Glasswort,Salicornia pusilla
2cd4p9h.czx,Salicornia pusilla x ramosissima,,,,Salicornia pusilla x ramosissima
2cd4p9h.cvc,Salicornia ramosissima,,Woods,Purple Glasswort,Salicornia ramosissima
2cd4p9h.3x9,Salix acutifolia,,Willd.,Siberian Violet-willow,Salix acutifolia
2cd4p9h.1sa,Salix alba,,L.,White Willow,Salix alba
2cd4p9h.pc2,Salix alba x babylonica = S. x sepulcralis,,Simonk.,Weeping Willow,Salix x sepulcralis
2cd4p9h.8y71q8,Salix alba x euxina = S. x fragilis,,L.,Crack-willow,Salix x fragilis
2cd4p9h.95yzsv,Salix alba x euxina x pentandra = S. x meyeriana,,Rostk. ex Willd.,,Salix x meyeriana
2cd4p9h.95yzsr,Salix alba x euxina x triandra = S. x alopecuroides,,Tausch ex Opiz,,Salix x alopecuroides
2cd4p9h.m8c,Salix alba x pentandra = S. x ehrhartiana,,Sm.,Ehrhart's Willow,Salix x ehrhartiana
2cd4p9h.cvf,Salix arbuscula,,L.,Mountain Willow,Salix arbuscula
2cd4p9h.y4k,Salix arbuscula x herbacea = S. x simulatrix,,F.B.White,,Salix x simulatrix
2cd4p9h.5sr,Salix arbuscula x lapponum = S. x pseudoglauca,,Andersson,,Salix x pseudoglauca
2cd4p9h.w7m,Salix arbuscula x reticulata = S. x ganderi,,Huter ex Zahn,,Salix x ganderi
2cd4p9h.1sp,Salix aurita,s.s.,L.,Eared Willow,Salix aurita
2cd4p9h.28n,Salix aurita x caprea = S. x capreola,,Jos. Kern. ex Andersson,,Salix x capreola
2cd4p9h.83d,Salix aurita x caprea x viminalis = S. x stipularis,,Sm.,Eared Osier,Salix x stipularis
2cd4p9h.5sy,Salix aurita x cinerea = S. x multinervis,,Döll,,Salix x multinervis
2cd4p9h.w7g,Salix aurita x cinerea x myrsinifolia = S. x forbesiana,,Druce,,Salix x forbesiana
2cd4p9h.m8r,Salix aurita x cinerea x phylicifolia,,,,Salix aurita x cinerea x phylicifolia
2cd4p9h.3hx36t,Salix aurita x cinerea x purpurea = S. x confinis,,E.G.Camus & A.Camus,,Salix x confinis
2cd4p9h.291,Salix aurita x herbacea = S. x margarita,,F.B.White,,Salix x margarita
2cd4p9h.cq1,Salix aurita x herbacea x repens = S. x grahamii,,Borrer ex Baker,,Salix x grahamii
2cd4p9h.9e4,Salix aurita x lapponum = S. x obtusifolia,,Willd.,,Salix x obtusifolia
2cd4p9h.kyw,Salix aurita x lapponum x herbacea,,L.,,Salix aurita x lapponum x herbacea
2cd4p9h.7nr,Salix aurita x lapponum x repens,,,,Salix aurita x lapponum x repens
2cd4p9h.m89,Salix aurita x myrsinifolia = S. x coriacea,,J.Forbes,,Salix x coriacea
2cd4p9h.r6y,Salix aurita x myrsinifolia x phylicifolia = S. x saxetana,,F.B.White,,Salix x saxetana
2cd4p9h.pbx,Salix aurita x phylicifolia = S. x ludificans,,F.B.White,,Salix x ludificans
2cd4p9h.4cb,Salix aurita x phylicifolia x purpurea = S. x sesquitertia,,F.B.White,,Salix x sesquitertia
2cd4p9h.28q,Salix aurita x purpurea = S. x dichroa,,Döll,,Salix x dichroa
2cd4p9h.g17,Salix aurita x repens = S. x ambigua,,Ehrh.,,Salix x ambigua
2cd4p9h.w7w,Salix aurita x viminalis = S. x fruticosa,,Döll,Shrubby Osier,Salix x fruticosa
2cd4p9h.95yzsy,Salix babylonica x alba x euxina = S. x pendulina,,Wender.,,Salix x pendulina
2cd4p9h.1ss,Salix caprea,,L.,Goat Willow,Salix caprea
2cd4p9h.nrg,Salix caprea subsp. sphacelata,,(Sm.) Macreight,,Salix caprea subsp. sphacelata
2cd4p9h.cq7,Salix caprea x cinerea = S. x reichardtii,,A.Kern.,,Salix x reichardtii
2cd4p9h.hwy,Salix caprea x cinerea x repens = S. x permixta,,,,Salix x permixta
2cd4p9h.975,Salix caprea x cinerea x viminalis = S. x calodendron,,Wimm.,Holme Willow,Salix x calodendron
2cd4p9h.g1m,Salix caprea x lapponum = S. x canescens,,Willd.,,Salix x canescens
2cd4p9h.5sv,Salix caprea x myrsinifolia = S. x latifolia,,J.Forbes,,Salix x latifolia
2cd4p9h.b44z81,Salix caprea x myrsinifolia x phylicifolia = S. x meikleana,,D.J.Tennant,,Salix x meikleana
2cd4p9h.g26,Salix caprea x phylicifolia,,,,Salix caprea x phylicifolia
2cd4p9h.g1p,Salix caprea x repens = S. x laschiana,,Zahn,,Salix x laschiana
2cd4p9h.1t0,Salix cinerea,,L.,Grey Willow,Salix cinerea
2cd4p9h.p4w,Salix cinerea subsp. cinerea,,L.,Grey Willow,Salix cinerea subsp. cinerea
2cd4p9h.m8y,Salix cinerea x myrsinifolia = S. x puberula,,Döll,,Salix x puberula
2cd4p9h.ecp,Salix cinerea x myrsinifolia x phylicifolia,,,,Salix cinerea x myrsinifolia x phylicifolia
2cd4p9h.28t,Salix cinerea x phylicifolia = S. x laurina,,Sm.,Laurel-leaved Willow,Salix x laurina
2cd4p9h.w80,Salix cinerea x purpurea = S. x pontederiana,,Willd.,,Salix x pontederiana
2cd4p9h.g1g,Salix cinerea x purpurea x viminalis = S. x forbyana,,Sm.,Fine Osier,Salix x forbyana
2cd4p9h.cqa,Salix cinerea x repens = S. x subsericea,,Döll,,Salix x subsericea
2cd4p9h.5sc,Salix cinerea x repens x viminalis = S. x angusensis,,Rech.f.,,Salix x angusensis
2cd4p9h.1t3,Salix daphnoides,,Vill.,European Violet-willow,Salix daphnoides
2cd4p9h.6ng,Salix elaeagnos,,Scop.,Olive Willow,Salix elaeagnos
2cd4p9h.anr,Salix eriocephala,,Michx.,Heart-leaved Willow,Salix eriocephala
2cd4p9h.bf9rd4,Salix euxina,,I.V.Belyaeva,,Salix euxina
2cd4p9h.95p2ex,Salix fragilis,s.l.,,,Salix fragilis
2cd4p9h.w08,Salix herbacea,,L.,Dwarf Willow,Salix herbacea
2cd4p9h.x1t,Salix herbacea x lanata = S. x sadleri,,Syme,,Salix x sadleri
2cd4p9h.m8x,Salix herbacea x lapponum = S. x sobrina,,F.B.White,,Salix x sobrina
2cd4p9h.hw3,Salix herbacea x lapponum x myrsinites,,,,Salix herbacea x lapponum x myrsinites
2cd4p9h.w7d,Salix herbacea x repens = S. x cernua,,E.F.Linton,,Salix x cernua
2cd4p9h.p4m,Salix lanata,,L.,Woolly Willow,Salix lanata
2cd4p9h.w0b,Salix lapponum,,L.,Downy Willow,Salix lapponum
2cd4p9h.a26,Salix lapponum x lanata,,,,Salix lapponum x lanata
2cd4p9h.2p0,Salix lapponum x myrsinifolia x phylicifolia,,,,Salix lapponum x myrsinifolia x phylicifolia
2cd4p9h.978,Salix myrsinifolia,,Salisb.,Dark-leaved Willow,Salix myrsinifolia
2cd4p9h.9z0,Salix myrsinifolia x lapponum,,,,Salix myrsinifolia x lapponum
2cd4p9h.y81,Salix myrsinifolia x myrsinites = S. x punctata,,Wahlenb.,,Salix x punctata
2cd4p9h.g29,Salix myrsinifolia x myrsinites x phylicifolia = S. x blyttiana,,Andersson,,Salix x blyttiana
2cd4p9h.g23,Salix myrsinifolia x phylicifolia = S. x tetrapla,,Walker,,Salix x tetrapla
2cd4p9h.6fx,Salix myrsinifolia x phylicifolia x repens = S. x lochsiensis,,,,Salix x lochsiensis
2cd4p9h.g1a,Salix myrsinifolia x purpurea = S. x beckiana,,Beck,,Salix x beckiana
2cd4p9h.nhh,Salix myrsinifolia x viminalis = S. x seminigricans,,E.G.Camus & A.Camus,,Salix x seminigricans
2cd4p9h.fyy,Salix myrsinites,,L.,Whortle-leaved Willow,Salix myrsinites
2cd4p9h.9ts,Salix myrsinites x herbacea,,,,Salix myrsinites x herbacea
2cd4p9h.97b,Salix pentandra,,L.,Bay Willow,Salix pentandra
2cd4p9h.m2f,Salix phylicifolia,,L.,Tea-leaved Willow,Salix phylicifolia
2cd4p9h.bf1,Salix phylicifolia x purpurea = S. x secerneta,,F.B.White,,Salix x secerneta
2cd4p9h.ey1,Salix phylicifolia x repens,,,,Salix phylicifolia x repens
2cd4p9h.m2v,Salix purpurea,,L.,Purple Willow,Salix purpurea
2cd4p9h.g1d,Salix purpurea x repens = S. x doniana,,G.Anderson ex Sm.,,Salix x doniana
2cd4p9h.3hx3dw,Salix purpurea x repens x viminalis,,,,Salix purpurea x repens x viminalis
2cd4p9h.294,Salix purpurea x viminalis = S. x rubra,,Huds.,Green-leaved Willow,Salix x rubra
2cd4p9h.1tf,Salix repens,,L.,Creeping Willow,Salix repens
2cd4p9h.x3r,Salix repens x arbuscula = S. x lyonensis,,,,Salix x lyonensis
2cd4p9h.9e7,Salix repens x lapponum,,,,Salix repens x lapponum
2cd4p9h.g1w,Salix repens x viminalis = S. x friesiana,,Andersson,,Salix x friesiana
2cd4p9h.97e,Salix reticulata,,L.,Net-leaved Willow,Salix reticulata
2cd4p9h.5xg,Salix triandra,,L.,Almond Willow,Salix triandra
2cd4p9h.5sx,Salix triandra x viminalis = S. x mollissima,,Hoffm. ex Elwert,Sharp-stipuled Willow,Salix x mollissima
2cd4p9h.nhe,Salix udensis,,Trautv. & C.A.Mey.,Sachalin Willow,Salix udensis
2cd4p9h.5xw,Salix viminalis,,L.,Osier,Salix viminalis
2cd4p9h.g20,Salix viminalis x caprea = S. x smithiana,,Willd.,Broad-leaved Osier,Salix x smithiana
2cd4p9h.m8v,Salix viminalis x cinerea = S. x holosericea,,Willd.,Silky-leaved Osier,Salix x holosericea
2cd4p9h.h85,Salpichroa origanifolia,,(Lam.) Thell.,Cock's-eggs,Salpichroa origanifolia
2cd4p9h.fyr,Salsola kali subsp. kali,,L.,Prickly Saltwort,Salsola kali subsp. kali
2cd4p9h.3hx3g8,Salsola kali subsp. tragus,,(L.) Čelak.,Spineless Saltwort,Salsola kali subsp. tragus
2cd4p9h.7dp,Salvia glutinosa,,L.,Sticky Clary,Salvia glutinosa
2cd4p9h.nk5,Salvia nemorosa x pratensis = S. x sylvestris,,L.,Hybrid Clary,Salvia x sylvestris
2cd4p9h.3ry,Salvia officinalis,,L.,Sage,Salvia officinalis
